user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
★ Celine⁰³²⁵ ฅ^•ﻌ•^ฅ | STAN KINGDOM,,"Alice in Borderland enthusiast, gamer & big weeb
★ I have spicy brain activity (neurodiv.) ★ '02 liner, she/her, Multistan, INFP-T, 🇩🇪, backup @jeonginradiant",2015-05-23 10:24:01,313.0,315.0,72765.0,False,2021-07-04 13:06:13,"I got my first Covid-Vaccine today 💉😷👍🏻
#CoronaImpfung #ImpfenSchuetzt #vaccinated #CovidVaccine https://t.co/oiA913Wkmv","['CoronaImpfung', 'ImpfenSchuetzt', 'vaccinated', 'CovidVaccine']",Twitter for Android,False,2021-04-07 13:06:13,2021-04-07,13:06:13,2021-04-07 13:06:13
M-Double-You,,,2015-01-18 22:41:25,366.0,778.0,2298.0,False,2021-07-04 13:06:39,"After one almighty clusterf**k of a year, I see we're right back where we started.

#ToryCovidCatastrophe 
#ToryShambles 
#ToryCriminalsUnfitToGovern 
#CovidVaccine 
#Covid19UK 
#pandemic 
#Covidiots https://t.co/RbQAplzvNA","['ToryCovidCatastrophe', 'ToryShambles', 'ToryCriminalsUnfitToGovern', 'CovidVaccine', 'Covid19UK', 'pandemic', 'Covidiots']",Twitter Web App,False,2021-04-07 13:06:39,2021-04-07,13:06:39,2021-04-07 13:06:39
H 🏳️‍🌈🏴󠁧󠁢󠁥󠁮󠁧󠁿,Conservative Nation ,Nuty left hate free thinkers | #DeSantis2024 | Not here to make you feel comfortable | #BackTheBlue #ISTANDWITH🇮🇱 | Main Charac/ter | Fit positive | Pro-life,2021-04-12 10:41:57,101.0,147.0,975.0,False,2021-07-04 13:07:02,"Sky news “record new cases of covid with over 24,000 new cases recorded” stop the fear mongering … #CovidVaccine #COVIDIOTS #Covid19UK #Covid_19 #COVIDVaccination","['CovidVaccine', 'COVIDIOTS', 'Covid19UK', 'Covid_19', 'COVIDVaccination']",Twitter for iPhone,False,2021-04-07 13:07:02,2021-04-07,13:07:02,2021-04-07 13:07:02
ZenMommy,,Attempting to bask in peace and seek compassion towards my fellow humans…but you motherfuckers are wearing me out.,2021-06-26 23:09:14,14.0,449.0,687.0,False,2021-07-04 13:08:32,@ryanstruyk @WHCOS 1/3 of the masses will always be at the losing end of the bell curve. #ignorance #CovidVaccine #Biden,"['ignorance', 'CovidVaccine', 'Biden']",Twitter for iPhone,False,2021-04-07 13:08:32,2021-04-07,13:08:32,2021-04-07 13:08:32
marilyn🇯🇲🍁❤️🌴😎🌊,The GTA ,"Lady Hashtagger. NO dm's🚫/Wanna be Buddhist. NO Religion/MAGA/KAG. This is Twitter not Tinder.. liberal AF!
Unpaid Heckler. Gen X'er
alt acc# @WorldofMarilyn2",2011-03-09 01:17:40,10794.0,9057.0,290425.0,False,2021-07-04 13:11:01,"Dying my hair as I fired my
Hair stylist over differences
Of opinion over #CovidVaccine . https://t.co/Usla9it3bt",['CovidVaccine'],Twitter for Android,False,2021-04-07 13:11:01,2021-04-07,13:11:01,2021-04-07 13:11:01
Chris Thomaidis,"Bristol, GB","4th industrial revolutionist, activist, synth twiddler, NLP practitioner, x-Londoner partly responsible for pushing up Bristol property prices",2011-09-06 08:22:42,50.0,270.0,498.0,False,2021-07-04 13:13:38,"Who cares if this is GBN. Here's a person using the most basic logic to conclude that giving children experimental drugs with no long term data on the effects, in order to protect adults (mostly vaccinated), is PERVERSE   #VaccineForAll #Covid19UK #CovidVaccine #vaccinated @NSPCC https://t.co/M8McqZVjUU","['VaccineForAll', 'Covid19UK', 'CovidVaccine', 'vaccinated']",Twitter Web App,False,2021-04-07 13:13:38,2021-04-07,13:13:38,2021-04-07 13:13:38
Molly Ahmed,London,Flâneuse ✨Living in a world of superlatives✨Margot Leadbetter is my spirit animal.,2011-03-28 15:21:41,624.0,657.0,7879.0,False,2021-07-04 13:13:54,Now double jabbed! Second #Covid_19 #CovidVaccine done at @battersea_arts #BatterseaArtsCentre. Roll on #FreedomDay https://t.co/DHdLD9Qzju,"['Covid_19', 'CovidVaccine', 'BatterseaArtsCentre', 'FreedomDay']",Twitter for iPhone,False,2021-04-07 13:13:54,2021-04-07,13:13:54,2021-04-07 13:13:54
Mike Reader ✡🌊😷🇺🇸,"Charlotte, N.C.","Fully vaccinated.

No unity without accountability. 

#BlackLivesMatter #StopAsianHate #JohnLewisVotingRightsAct #ForThePeopleAct 

Ex-journalist. שָׁלוֹם",2007-11-28 18:54:00,1936.0,4377.0,126360.0,False,2021-07-04 13:14:00,"As worries emerge about the Delta variant and the J&amp;J shot, health officials — and, so far, the research — say the vaccinated are still protected 

https://t.co/3C6dTCMc2k via @Yahoo 

#vaccine #JnJ #Moderna #Pfizer #DeltaVariant #COVID19 #CovidVaccine #johnsonandjohnson","['vaccine', 'JnJ', 'Moderna', 'Pfizer', 'DeltaVariant', 'COVID19', 'CovidVaccine', 'johnsonandjohnson']",TweetDeck,False,2021-04-07 13:14:00,2021-04-07,13:14:00,2021-04-07 13:14:00
John,,,2012-12-03 03:47:29,50.0,103.0,8225.0,False,2021-07-04 13:14:59,"The mainstream media has numbed everyone to words like “variant” and “surge”. 99% of people are done.

#COVID19 #COVID #DeltaVariant #CovidVaccine","['COVID19', 'COVID', 'DeltaVariant', 'CovidVaccine']",Twitter for iPhone,False,2021-04-07 13:14:59,2021-04-07,13:14:59,2021-04-07 13:14:59
Roscommon County Council,"Roscommon, Ireland","Local Government Authority for County Roscommon, Ireland.",2010-01-11 12:55:56,5758.0,520.0,1761.0,True,2021-07-04 13:15:15,"#COVIDVaccine registration is open for people aged 35 to 69. The quickest &amp; easiest way to register is online. 
You'll need your 
✔️PPSN
✔️Eircode
✔️Mobile number
✔️Email
Visit: ⏩https://t.co/oj7bngoZkL 
or 
Call the Helpline on: ☎️1850241850  
#ForUsAll https://t.co/2GJ4q5s3zY","['COVIDVaccine', 'ForUsAll']",Hootsuite Inc.,False,2021-04-07 13:15:15,2021-04-07,13:15:15,2021-04-07 13:15:15
