user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
COVID News,Estados Unidos,News about COVID-19,2013-06-05 08:52:31,3391.0,1472,129,False,2021-10-17 10:50:21,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 06/10 at 05:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:991, Dose2:841
#COVAXIN – Dose1:673, Dose2:656
#SPUTNIKV – Dose1:138, Dose2:58 (@vaxblr)  (@thecovidsite) https://t.co/E3XjpWbJgo","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV']",Revive Social App,False,2021-10-17 10:50:21,2021-10-17,10:50:21,2021-10-17 10:50:21
Miss Pleiades,,"Wife, Mom #conservative woman • Politicians and billionaires want a totalitarian world with 500 million humans (slaves)",2021-08-03 18:33:46,336.0,340,4467,False,2021-10-17 10:54:36,"The #CovidVaccine isn't about protection.  It's about eliminating the human race except for the billionaire elites, and world leaders. Period.",['CovidVaccine'],Twitter for Android,False,2021-10-17 10:54:36,2021-10-17,10:54:36,2021-10-17 10:54:36
🇦🇺Awake Yet??🇦🇺,Tristan da Cunha,"Immunity: Natural/Pure Blood
Vaccination Status:  Uncompromised
Not an Anti-vaxxer, just an 'Anti-Experimental'  so called vax kinda guy!",2021-04-18 22:22:03,574.0,831,4927,False,2021-10-17 10:58:43,"Members of the WHO with conflicts of interest..... who would have guessed? 

#auspol #COVID19Vic #COVID19Aus #COVIDVaccine #COVID19 #auspol2021 #CovidUK #covid19sa #covid19nsw #covid19qld #covid19wa #covid19nt #covid19tas https://t.co/KjsIShIeS0","['auspol', 'COVID19Vic', 'COVID19Aus', 'COVIDVaccine', 'COVID19', 'auspol2021', 'CovidUK', 'covid19sa', 'covid19nsw', 'covid19qld', 'covid19wa', 'covid19nt', 'covid19tas']",Twitter for Android,False,2021-10-17 10:58:43,2021-10-17,10:58:43,2021-10-17 10:58:43
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,29.0,0,0,False,2021-10-17 11:00:03,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 17/10 at 04:30PM
FREE Slots 0
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine']",VaxBlr,False,2021-10-17 11:00:03,2021-10-17,11:00:03,2021-10-17 11:00:03
NHS B'ham & Solihull CCG,"Birmingham, England","NHS Birmingham and Solihull CCG became the largest CCG in England on 1 April 2018. We commission health services for 1.3m people. Open 9am-5pm, Mon-Fri.",2009-03-03 14:53:03,13141.0,3116,2927,True,2021-10-17 11:00:04,"🤔 When did you have your first dose of the 💉 #COVIDVaccine?

If it's been 8️⃣ weeks since your first dose of the COVID vaccine, you can get your second dose now.

➡️ Book your #COVID19 jab or grab a jab at your nearest walk-in vaccination clinic: https://t.co/hNjOXYwHW9 https://t.co/mgITMYkgyg","['COVIDVaccine', 'COVID19']",Sprout Social,False,2021-10-17 11:00:04,2021-10-17,11:00:04,2021-10-17 11:00:04
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,29.0,0,0,False,2021-10-17 11:00:13,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 17/10 at 04:30PM
FREE Slots 0
PAID Slots 0","['URBAN', 'Bengaluru', 'CovidVaccine']",VaxBlr,False,2021-10-17 11:00:13,2021-10-17,11:00:13,2021-10-17 11:00:13
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,29.0,0,0,False,2021-10-17 11:00:24,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 17/10 at 04:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:610, Dose2:563
#COVAXIN - Dose1:448, Dose2:394","['BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN']",VaxBlr,False,2021-10-17 11:00:24,2021-10-17,11:00:24,2021-10-17 11:00:24
black coffee,,,2021-07-28 08:20:53,1.0,7,550,False,2021-10-17 11:05:52,"@GovInslee hope all of them are quitting their jobs, then you’ll see who is protecting you, your family and friends 24/7.
#Washington #Statetroops #vaccination #Covid_19 #Covid #COVID19 #CovidVaccine #WashingtonState #freedom https://t.co/1pVjTBPrap","['Washington', 'Statetroops', 'vaccination', 'Covid_19', 'Covid', 'COVID19', 'CovidVaccine', 'WashingtonState', 'freedom']",Twitter for iPhone,False,2021-10-17 11:05:52,2021-10-17,11:05:52,2021-10-17 11:05:52
Mai,,,2014-07-04 19:40:12,0.0,8,73,False,2021-10-17 11:09:16,"pain, swelling on the arm😕
#CovidVaccine",['CovidVaccine'],Twitter for iPhone,False,2021-10-17 11:09:16,2021-10-17,11:09:16,2021-10-17 11:09:16
COVID News,Estados Unidos,News about COVID-19,2013-06-05 08:52:31,3391.0,1472,129,False,2021-10-17 11:13:13,"First Dose Progress  :
 72.34%
[49,252,939 / 68,084,982]

Second Dose Progress  :
 66.45%
[45,239,759 / 68,084,982]

Source:  12/10/21
#covidvaccine #covid19 #coronavirus (@UKvaccineNumber) https://t.co/D2t70AjRvU","['covidvaccine', 'covid19', 'coronavirus']",Revive Social App,False,2021-10-17 11:13:13,2021-10-17,11:13:13,2021-10-17 11:13:13
