user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,40.0,0.0,0.0,False,2022-01-18 01:30:26,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 18/01 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:13910, Dose2:294
#COVAXIN - Dose1:248, Dose2:245
PAID Slots 
#COVISHIELD - Dose1:6734, Dose2:150
#COVAXIN - Dose1:50, Dose2:50
#SPUTNIKV - Dose1:228, Dose2:110","['BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV']",VaxBlr,False,2022-01-18 01:30:26,2022-01-18,01:30:26,2022-01-18 01:30:26
Kara Karlson,,4th gen Arizonan. Mother. Election law attorney. Disability Rights Advocate. Developmental Disabilities Advisory Council. Views are my own; RTs =\= Endorse,2012-04-17 21:05:23,987.0,2288.0,17974.0,False,2022-01-18 01:34:36,"Still want to just let it rip? 
Still think that a mandate to #WearAMask and get the #CovidVaccine violates your freedom? https://t.co/G5q6USGNHG","['WearAMask', 'CovidVaccine']",Twitter for Android,False,2022-01-18 01:34:36,2022-01-18,01:34:36,2022-01-18 01:34:36
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-18 01:35:35,"ABBOTSFORD
Vaccine appointments available Jan 18 at Crossroads Pharmacy and Costco Pharmacy. Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #vaxhuntersBC #Abbotsford","['VHCDose3', 'CovidVaccine', 'vaxhuntersBC', 'Abbotsford']",Twitter Web App,False,2022-01-18 01:35:35,2022-01-18,01:35:35,2022-01-18 01:35:35
David Ford,,https://t.co/vgRsFIDIsM,2017-01-29 22:50:45,576.0,1309.0,57114.0,False,2022-01-18 01:37:43,"@TomDoubting @JCGilly1 @VirtualGStorm @JovanHPulitzer @GailGolec @eturleye @SaraAnd58744592 Covid Scotland: Case rates lowest in unvaccinated as double-jabbed elderly drive rise in hospital admissions
https://t.co/Gs3DUE5Wf6

https://t.co/hBENGBert4
(1/6)...data: #COVID19...deaths as a function of time from 1st &amp; 2nd #Covidvaccine ... Archived: https://t.co/xE36NTjrw2","['COVID19', 'Covidvaccine']",Twitter Web App,False,2022-01-18 01:37:43,2022-01-18,01:37:43,2022-01-18 01:37:43
ThePowerofOne,,Exposing Systemic Discrimination & Intersectional Discrimination.,2008-12-18 15:27:18,133.0,123.0,10646.0,False,2022-01-18 01:37:52,#NovaxNoFrenchOpen for #Djokovic as rules tighten #CovidVaccine  https://t.co/MMzuwBEiQK,"['NovaxNoFrenchOpen', 'Djokovic', 'CovidVaccine']",Twitter for iPhone,False,2022-01-18 01:37:52,2022-01-18,01:37:52,2022-01-18 01:37:52
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-18 01:38:20,"BURNABY / COQUITLAM
Vaccine appointments available Jan 24 at Shoppers Drug Mart #2255 (North Rd near Lougheed Town Centre). Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #vaxhuntersBC #Burnaby #Coquitlam","['VHCDose3', 'CovidVaccine', 'vaxhuntersBC', 'Burnaby', 'Coquitlam']",Twitter Web App,False,2022-01-18 01:38:20,2022-01-18,01:38:20,2022-01-18 01:38:20
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-18 01:40:45,"CHILLIWACK
Vaccine appointments available Jan 18 at Sardis Pharmacy (Vedder Rd), Chilliwack Mall, and Cottonwood Remedy'sRx (Luckakuck Way). Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #vaxhuntersBC #Chilliwack","['VHCDose3', 'CovidVaccine', 'vaxhuntersBC', 'Chilliwack']",Twitter Web App,False,2022-01-18 01:40:45,2022-01-18,01:40:45,2022-01-18 01:40:45
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-18 01:41:53,"COQUITLAM
Vaccine appointments available Jan 18 at Shoppers Simply Pharmacy #3087 (Austin Ave). Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #vaxhuntersBC #Coquitlam","['VHCDose3', 'CovidVaccine', 'vaxhuntersBC', 'Coquitlam']",Twitter Web App,False,2022-01-18 01:41:53,2022-01-18,01:41:53,2022-01-18 01:41:53
Abhijeet,India,"entrepreneur @honecore @wearesparklin I write about everyday People, Products and Services.",2009-05-29 20:52:52,414.0,99.0,144.0,False,2022-01-18 01:44:19,I noticed a printing shop in #nagpur offer a cowin vaccination card recently. No mention of anything like that on any of the web platforms. #cowin #CovidVaccine,"['nagpur', 'cowin', 'CovidVaccine']",Twitter for Android,False,2022-01-18 01:44:19,2022-01-18,01:44:19,2022-01-18 01:44:19
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-18 01:44:56,"DELTA
Vaccine appointments available Jan 18 at Bains Pharmacy (120 St) and Wescana Pharmacy #3 (120 St). Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #vaxhuntersBC #DeltaBC","['VHCDose3', 'CovidVaccine', 'vaxhuntersBC', 'DeltaBC']",Twitter Web App,False,2022-01-18 01:44:56,2022-01-18,01:44:56,2022-01-18 01:44:56
