user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
JAHenry is VACCINATED‼️,Chahta Nation,"Chahta sia hoke. / Retired Graphic Artist / I may not be everybody’s cup of tea, but I am someone’s shot of whiskey. #TwoSpiritStrong🏳️‍🌈 #MMIW #MMIWG #BLM 🚨",2020-10-02 03:25:54,260.0,627,64364,False,2021-08-23 23:43:43,"@rupertmurdoch 

#DISINFORMATION = @foxnews

@foxandfriends @SteveDoocy @pdoocy @TuckerCarlson @seanhannity @IngrahamAngle @kayleighmcenany 

#COVID19 #CovidVaccine #COVIDVaccination #VaccinePassports

THEY ARE ALL #VACCINATED‼️‼️ https://t.co/mAPTtPegMU","['DISINFORMATION', 'COVID19', 'CovidVaccine', 'COVIDVaccination', 'VaccinePassports', 'VACCINATED']",Twitter for iPhone,False,2021-08-23 23:43:43,2021-08-23,23:43:43,2021-08-23 23:43:43
"David Gorski, MD, PhD","Michigan, USA",Surgeon/scientist promoting science in medicine and exposing quackery. Editor of Science-Based Medicine. My opinions do NOT represent those of my employers.,2009-10-26 03:19:00,62086.0,1993,70026,True,2021-08-23 23:43:52,"@kaaawababy @SGLeblanc Probably not, at least not much. She laid down the usual antivax tropes while saying she's not antivax. Her support for #CovidVaccine seems to be a special pleading that overcame her belief that most vaccines are not good. https://t.co/SElBd3Exdl",['CovidVaccine'],Twitter Web App,False,2021-08-23 23:43:52,2021-08-23,23:43:52,2021-08-23 23:43:52
Andrew Michaels ❤✒,WA,Writer - Technology - Fantasy - Science Fiction - Penname - #WritingCommunity - #amwriting - Hufflepuff - Browncoat,2019-06-18 04:40:02,1036.0,1226,1740,False,2021-08-23 23:46:09,"@Novavax  Hello? Is anyone there in PR land?  OMG 
WTF was this not Monday AM PR from your company. SI filed with WHO!!!!  PR team needs to be FIRED  #novavax @CNBC @WSJ #CovidVaccine  https://t.co/r81nCtVFps","['novavax', 'CovidVaccine']",Twitter Web App,False,2021-08-23 23:46:09,2021-08-23,23:46:09,2021-08-23 23:46:09
Fight 4 Freedom,USA,"#𝔾𝕠𝕕 #𝔽𝕒𝕚𝕥𝕙 #𝔽𝕒𝕞𝕚𝕝𝕪 #TRUMP #2A Support #LEO & #Military #Israel #Flynn Proud #Utahn
💯% Follow back all #MAGA",2011-08-30 02:15:03,1609.0,1962,6324,False,2021-08-23 23:53:48,"Same day @FDA prematurely, without sufficient testing/trials approves dangerous, experimental ""Vaccine"", @JoeBiden calls on Private Companies to Mandate #CovidVaccine for Employees! Exposing [their] true motive! #NoVaccine #CovidLies #NoVaccineMandates https://t.co/1hbEFisoeu","['CovidVaccine', 'NoVaccine', 'CovidLies', 'NoVaccineMandates']",Twitter for Android,False,2021-08-23 23:53:48,2021-08-23,23:53:48,2021-08-23 23:53:48
Rail613,Usually Ottawa Area,"Tweeting rail and transit history, plans and activities in 613 area and Gatineau, also Ontario and Canada. Watching #ConfederationLine #TrilliumLine #OttLRT.",2017-03-25 04:08:40,1542.0,175,2941,False,2021-08-23 23:54:36,@fordnation needs to implement a #CovidVaccine card / passport so we can use transit safely and attend events and restaurants knowing we won’t get exposed from others or employees. https://t.co/TZRILq66gV,['CovidVaccine'],Tweetbot for iΟS,False,2021-08-23 23:54:36,2021-08-23,23:54:36,2021-08-23 23:54:36
RKherewego,pittsburgh,#Democracy #Constitution #Healthcare #StopTheCorruption,2009-10-15 03:40:24,4064.0,4996,6598,False,2021-08-23 23:54:52,@donwinslow Please #WearAMask and get #CovidVaccine let’s enter the #Pandemic before there’s no turning back and our #Children and #grandchildren become #Infected 🙏🌹😘,"['WearAMask', 'CovidVaccine', 'Pandemic', 'Children', 'grandchildren', 'Infected']",Twitter for iPhone,False,2021-08-23 23:54:52,2021-08-23,23:54:52,2021-08-23 23:54:52
The Dollar Vigilante,Anarchapulco,The Dollar Vigilante with Jeff Berwick is your source for surviving and prospering during and after the dollar collapse. Subscribe at https://t.co/XG6oRftey8,2010-10-06 04:37:45,56986.0,8764,20055,False,2021-08-23 23:55:24,"Mass Delusion Concerning Deaths Linked to The Jab!

Watch The Full Video Here. --&gt; https://t.co/IR2IvZom9R

#COVID19 #COVIDVaccine https://t.co/s9ad2f87mR","['COVID19', 'COVIDVaccine']",Twitter Web App,False,2021-08-23 23:55:24,2021-08-23,23:55:24,2021-08-23 23:55:24
Anna Sophia⚖️ ✡️✝️☪☸,Toronto,"Goddess.Chooses goodness,truth&light.Repulsed by negative energy&evil.We must always take a peaceful stand against it by speaking truth.IMO=fact&logic based.RR",2011-03-10 20:11:13,1256.0,1247,52714,False,2021-08-23 23:56:04,"@JustinTrudeau I don't want the ""toxic"" #CovidVaccine cause ppl who took the shot have a 62% chance of blood clots per Dr. Charles Hoffe through a d-dimer test.  I have every right to travel if I want to, it's my constitutional right!  https://t.co/I5oDQJ5G50
#BloodClots #MicroscopicBloodClots","['CovidVaccine', 'BloodClots', 'MicroscopicBloodClots']",Twitter Web App,False,2021-08-23 23:56:04,2021-08-23,23:56:04,2021-08-23 23:56:04
❄️😎❄️ Uncle John is fully vaccinated!,Arizona,"Progressive moderate from AZ. Proud to have worked for the Resistance. I block bots, trolls, #MAGATs & other idiots😎 It's a tribblesome world. UFP!!!",2010-05-22 00:17:43,20643.0,17705,20899,False,2021-08-23 23:56:36,".@JohnCleese perfectly explains the stupidity of those who don't realize the stupidity of things they talk about like #Covid_19 #covidvaccine or anything pro Trump &amp; Fox news.
https://t.co/yHxMrBdMM2","['Covid_19', 'covidvaccine']",Twitter for Android,False,2021-08-23 23:56:36,2021-08-23,23:56:36,2021-08-23 23:56:36
Andrew Cole,"Chicago, IL",Playing pretend is the realest thing in the world.,2009-06-01 09:53:14,202.0,423,705,False,2021-08-23 23:56:48,"Why Comirnaty, @pfizer?COVIDontThinkSo. It’s right there. It’s not too late…ish. #COVID19Vaccine #Pfizer #CovidVaccine #Comirnaty","['COVID19Vaccine', 'Pfizer', 'CovidVaccine', 'Comirnaty']",Twitter for iPhone,False,2021-08-23 23:56:48,2021-08-23,23:56:48,2021-08-23 23:56:48
