user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
MAK 🇺🇸🕊,"Georgia, USA",Allies🇬🇧🇦🇺🇳🇿🇨🇦🇮🇪🇩🇪 🇫🇷🇪🇺 Belarus 🇧🇾 🇺🇦,2010-02-25 17:51:45,1085.0,1176.0,93216.0,False,2021-05-25 14:40:28,"A shout out to the Navajo Nation which is 100% vaccinated. Zuni is close behind.
New Mexico is 70% done. #CovidVaccine https://t.co/Hoxy1qbMjO",['CovidVaccine'],Twitter for iPhone,False,2021-05-25 14:40:28,2021-05-25,14:40:28,2021-05-25 14:40:28
Y This News,"Hyderabad, India","India's first digital media platform to consume, share and discover content on the go, in Roman Urdu, Urdu and English.",2018-04-25 13:40:07,244.0,33.0,6.0,False,2021-05-25 14:40:58,"The #TelanganaGovernment today issued orders allowing all designated #Privatehospitals of the state to administer #Covidvaccines on all 18 plus years of people of the state.

#Telangana  #CovidVaccine  #vaccination  

https://t.co/V4moL84gYJ","['TelanganaGovernment', 'Privatehospitals', 'Covidvaccines', 'Telangana', 'CovidVaccine', 'vaccination']",Twitter Web App,False,2021-05-25 14:40:58,2021-05-25,14:40:58,2021-05-25 14:40:58
Komal Maheshwari,"Ujjain, India","Memer | Writer | blessed |
#jai_shree_mahakal❤️",2021-04-15 17:59:36,331.0,312.0,63.0,False,2021-05-25 14:41:04,"I didn't take photos during vaccination..🙂🙂
Will this society accept me?😣😝
#memology
#MEMES
#COVID19 
#CovidVaccine","['memology', 'MEMES', 'COVID19', 'CovidVaccine']",Twitter for Android,False,2021-05-25 14:41:04,2021-05-25,14:41:04,2021-05-25 14:41:04
TXCOVIDRECOVERY,"Rio Grande Valley, TX","Texans Recovering Together - Crisis Counseling Program 
Email: txcovidrecovery@ttbh.org
Office: M-F 8am-5pm (956)520-8900
24 Hour Crisis Hotline: 833-986-1919",2020-05-27 19:45:40,96.0,530.0,45.0,False,2021-05-25 14:41:16,Attention McAllen ISD Students!! There will be a vaccination clinic tomorrow May 26th at McAllen High. See below on how to pre-register. #TexansRecoveringTogether #McAllenISD #HidalgoCounty #McAllen #COVID19 #CovidVaccine #PfizerVaccine #FirstDose https://t.co/VYgARg3BtI,"['TexansRecoveringTogether', 'McAllenISD', 'HidalgoCounty', 'McAllen', 'COVID19', 'CovidVaccine', 'PfizerVaccine', 'FirstDose']",Twitter Web App,False,2021-05-25 14:41:16,2021-05-25,14:41:16,2021-05-25 14:41:16
butterfly 🦋,my dreamland ,"𝓼𝓪𝒇𝓪𝓻 𝓴𝓱𝓸𝓸𝓫𝓼𝓾𝓻𝓪𝓽 𝓱𝓪𝓲 𝓶𝓪𝓷𝔃𝓲𝓵 𝓼𝒆 𝓫𝓱𝓲  |•x•| ᴊᴀᴀʏᴇ ᴡᴀʜɪɴ ʟᴇ ᴊᴀᴀʏᴇ ᴊᴀʜᴀᴀɴ...ʙᴇꜱᴀʙʀɪʏᴀᴀɴ 🍁
||•Ardent Editor&Vidder•|| IG: @rudeshrisx",2016-11-20 09:16:12,531.0,64.0,24097.0,False,2021-05-25 14:41:34,"Got myself vaccinated with first dose. I'm perfectly fine. My body is getting use to it, like my left shoulder feel a lil heavy. And taking proper rest, nothing else. It's safe. #CovidVaccine",['CovidVaccine'],Twitter for Android,False,2021-05-25 14:41:34,2021-05-25,14:41:34,2021-05-25 14:41:34
Ceylon Today,"Colombo, Sri Lanka","Tweet-length latest news alerts, updates and features at your fingertips.",2011-07-16 09:13:03,44483.0,30.0,41.0,False,2021-05-25 14:42:16,"Vaccine hesitancy grows ahead of Thailand's mass inoculation rollout 

https://t.co/3LIyWuTOgz 

#worldnews #COVID19 #coronavirus #CoronavirusPandemic #CovidVaccine","['worldnews', 'COVID19', 'coronavirus', 'CoronavirusPandemic', 'CovidVaccine']",Twitter Web App,False,2021-05-25 14:42:16,2021-05-25,14:42:16,2021-05-25 14:42:16
Islamifieringsombudsmannen,,,2020-10-18 00:59:43,115.0,316.0,4349.0,False,2021-05-25 14:43:05,"Before Covid ;) 
https://t.co/k0XkvAfeXK
#Covid 
#nomorecovid 
#Covid1984 
#CovidVaccine 
#covidbs
#WuhanLabLeak 
#immunesystem
#immunityboostertips","['Covid', 'nomorecovid', 'Covid1984', 'CovidVaccine', 'covidbs', 'WuhanLabLeak', 'immunesystem', 'immunityboostertips']",Twitter for Android,False,2021-05-25 14:43:05,2021-05-25,14:43:05,2021-05-25 14:43:05
Sports4All,,A Sports oriented holistic company with products and services devoted to development of Sports Culture in India,2020-06-01 02:37:52,21.0,6.0,0.0,False,2021-05-25 14:43:08,"Pakistan Women’s cricket team’s players along with their support staff received their first doses of the COVID-19 vaccine at the Hanif Mohammad High-performance centre.

#CovidVaccine #COVID19 #COVIDVaccination #vaccinated #vaccine #HarHaalMainCricket

https://t.co/NrBrIpRHaa","['CovidVaccine', 'COVID19', 'COVIDVaccination', 'vaccinated', 'vaccine', 'HarHaalMainCricket']",Twitter Web App,False,2021-05-25 14:43:08,2021-05-25,14:43:08,2021-05-25 14:43:08
Niki,,Just a hard-working #premed that has big goals and loves #neurosurgery                podcast and stuff: https://t.co/yVyRsO0hRO,2021-04-19 19:44:21,14.0,142.0,298.0,False,2021-05-25 14:43:49,"With him😁🦋🩺📚
#food #homecooking #McDonalds #cafe #life #good #him #study #studytwt #CovidVaccine https://t.co/WGVK0FsBBF","['food', 'homecooking', 'McDonalds', 'cafe', 'life', 'good', 'him', 'study', 'studytwt', 'CovidVaccine']",Twitter for iPhone,False,2021-05-25 14:43:49,2021-05-25,14:43:49,2021-05-25 14:43:49
Political Cartoons of Sri Lanka,Sri Lanka,- A picture speaks a thousand words. But a cartoon tells even more - Collection of Political Cartoons in #SriLanka #lka #cartoon #Politics,2015-08-21 06:09:43,13265.0,24.0,329.0,False,2021-05-25 14:44:32,"Ceylon Today cartoon

#lka #SriLanka #COVID19 #COVID19LK #CovidVaccine https://t.co/l9AhDHwZyD","['lka', 'SriLanka', 'COVID19', 'COVID19LK', 'CovidVaccine']",Twitter Web App,False,2021-05-25 14:44:32,2021-05-25,14:44:32,2021-05-25 14:44:32
