user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
jcastonn,,,2017-10-22 03:00:43,59.0,50,344,False,2022-07-13 01:01:17,"Everyone ages 5 and older should get a booster shot. Learn more about booster doses, and where/how to get one, by contacting Open Arms Healthcare Center @OpenArmsHealth today at (601) 500-7660.

#COVIDVaccine #GetVaccinated #ahealthiermississippi https://t.co/3Cgh7WPdZB","['COVIDVaccine', 'GetVaccinated', 'ahealthiermississippi']",Twitter for iPhone,False,2022-07-13 01:01:17,2022-07-13,01:01:17,2022-07-13 01:01:17
Voyage Medical,"Tempe, AZ. 85282","Voyage Medical - Fast Clinic Services I We Conduct Clinical Research
📍2402 S. Rural Rd. Suite101 Tempe, AZ. 85282
📲480-306-5000
https://t.co/MasuNFOZta",2022-01-27 00:38:08,0.0,10,8,False,2022-07-13 01:11:59,"#covidisnotyetover A friendly reminder from Voyage Medical. #getyourselfvaccinated

To learn more 👇
Visit us: https://t.co/C77UarhOWY
Email us: info@voyagemedical.com
Call us: 480-306-5000

Facebook: VoyageMedicalServices

#covidvaccine #covidbooster https://t.co/4MFRoyFkAd","['covidisnotyetover', 'getyourselfvaccinated', 'covidvaccine', 'covidbooster']",Canva,False,2022-07-13 01:11:59,2022-07-13,01:11:59,2022-07-13 01:11:59
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 01:30:04,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 13/07 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:103, Dose2:1
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,False,2022-07-13 01:30:04,2022-07-13,01:30:04,2022-07-13 01:30:04
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 01:30:15,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 13/07 at 07:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:630, Dose2:9","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,False,2022-07-13 01:30:15,2022-07-13,01:30:15,2022-07-13 01:30:15
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 01:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 13/07 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:0, Dose2:9
#COVAXIN - Dose1:0, Dose2:8
PAID Slots 
#COVISHIELD - Dose1:2929, Dose2:75
#COVAXIN - Dose1:70, Dose2:70","['BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD', 'COVAXIN']",VaxBlr,False,2022-07-13 01:30:25,2022-07-13,01:30:25,2022-07-13 01:30:25
DT Next,"Chennai, India","DT Next is the English daily from Daily Thanthi group. With a micro-focus on Chennai & TN, DT Next offers incisive coverage on politics, sports, features & ent.",2015-10-23 12:33:47,13691.0,445,172,True,2022-07-13 01:41:23,"Should the TN govt consider giving away booster doses to all citizens for free?

#TNGovt #COVID19 #Booster #CovidVaccine","['TNGovt', 'COVID19', 'Booster', 'CovidVaccine']",Twitter Web App,False,2022-07-13 01:41:23,2022-07-13,01:41:23,2022-07-13 01:41:23
YHenryG 😷🇺🇸 🇺🇳 🇺🇦 💉📚,"South Florida, USA","Contradictions: wallow in nostalgia & explore cutting edge
Believe: Form should always follow Function",2017-08-01 23:24:34,66.0,18,4942,False,2022-07-13 01:57:05,"#Wordle388 3/6* @NYTGames 😀
⬛⬛⬛⬛🟩♻️&gt;🤨📜🤔
⬛⬛⬛🟨🟩+2V 🤨&gt; 🤔🧭
🟩🟩🟩🟩🟩😯&gt; IMPRESSIVE☑️

Good 🟩🟩🟩🟩🟩 y'all

#Wordle Poll https://t.co/cH2uocZp8S

#Munch Poll https://t.co/ZChnLwnagx #vss365 

#UkraineWar #CovidVaccine #Jan6thHearings 
#CodifyRoe #HerChoice🤰","['Wordle388', 'Wordle', 'Munch', 'vss365', 'UkraineWar', 'CovidVaccine', 'Jan6thHearings', 'CodifyRoe', 'HerChoice']",Twitter Web App,False,2022-07-13 01:57:05,2022-07-13,01:57:05,2022-07-13 01:57:05
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 02:00:04,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 13/07 at 07:30AM
FREE Slots 0
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine']",VaxBlr,False,2022-07-13 02:00:04,2022-07-13,02:00:04,2022-07-13 02:00:04
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 02:00:14,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 13/07 at 07:30AM
FREE Slots 0
PAID Slots 0","['URBAN', 'Bengaluru', 'CovidVaccine']",VaxBlr,False,2022-07-13 02:00:14,2022-07-13,02:00:14,2022-07-13 02:00:14
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,38.0,0,0,False,2022-07-13 02:00:25,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 13/07 at 07:30AM
FREE Slots 0
PAID Slots 0","['BBMP', 'Bengaluru', 'CovidVaccine']",VaxBlr,False,2022-07-13 02:00:25,2022-07-13,02:00:25,2022-07-13 02:00:25
