user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
💧Shaz H,,Watches the news,2013-08-20 23:07:40,391.0,514.0,94695.0,False,2021-02-15 01:28:35,@lilbirdey @_sara_jade_ @AndreasKullman4 Entirely plausible that the Liberal Party rolled her out to distract! Not… https://t.co/tJoFuqiAFX,,Twitter for Android,False,2021-02-15 01:28:35,2021-02-15,01:28:35,2021-02-15 01:28:35
Kwesi Ama,"Georgia, USA",Kwesi Ama 2 @2_kwesi,2010-10-19 04:44:35,245.0,111.0,14007.0,False,2021-02-15 01:28:50,"#Covid19 #CovidHoax #Plandemic #CovidVaccine #VaccineInjury #VaccineDeaths #Sterilization #Depopulation 
28-Year-ol… https://t.co/k1tKP9pTQy","['Covid19', 'CovidHoax', 'Plandemic', 'CovidVaccine', 'VaccineInjury', 'VaccineDeaths', 'Sterilization', 'Depopulation']",Twitter for iPad,False,2021-02-15 01:28:50,2021-02-15,01:28:50,2021-02-15 01:28:50
COVID-19 Action Coalition,"Massachusetts, USA","Grassroots, physician-led advocacy focused on protecting public health during the COVID-19 pandemic.

https://t.co/QL5Cx0BRnU",2020-04-14 17:58:59,303.0,262.0,152.0,False,2021-02-15 01:31:42,"Calling all of our physician followers!

Please consider signing this letter to the Mass DPH to improve communicati… https://t.co/kE379LPxIc",,Canva,False,2021-02-15 01:31:42,2021-02-15,01:31:42,2021-02-15 01:31:42
TaylorSummers,,,2020-06-03 03:36:03,534.0,1169.0,20838.0,False,2021-02-15 01:32:41,"a big fat 0 
IF WE HAD Pfizer #COVIDVaccine that #Morrison ONLY BOUGHT IN SEPT After Pfizer called him to ask if he… https://t.co/KXbYqw5Ypb","['COVIDVaccine', 'Morrison']",Twitter Web App,False,2021-02-15 01:32:41,2021-02-15,01:32:41,2021-02-15 01:32:41
Bia Duit (food for you),"Meath, Ireland",Food creations. I like numbers and politics too. #ketodiet #ketolife #keto #baking #yummy,2020-04-28 21:22:41,12.0,87.0,683.0,False,2021-02-15 01:33:23,@DoorsMarjory @socketman69 @Nigella_Lawson Be thankful you don’t live in Ireland where only 3.2% of the population… https://t.co/n8MaeZFtKJ,,Twitter for iPhone,False,2021-02-15 01:33:23,2021-02-15,01:33:23,2021-02-15 01:33:23
Bea Pando,"El Paso, TX",💗💙🤍 single #mommy of 3 #autism advocate 🧩 #educator 🍎 #bookworm 📚 🐛 $Be6triz. #Sagittarius ♐️ #teacher #woman,2014-10-09 02:16:19,96.0,497.0,1570.0,False,2021-02-15 01:36:06,Day 5 of trying to ask @POTUS to please allow teachers to get the #COVIDVaccine next before we are sent back into t… https://t.co/zflBtJE8le,['COVIDVaccine'],Twitter for iPhone,False,2021-02-15 01:36:06,2021-02-15,01:36:06,2021-02-15 01:36:06
Covidcrystals,Jamaica,For protection against coronaviruses use Covid Crystals Natural Antiviral,2017-08-03 04:56:17,211.0,1386.0,369.0,False,2021-02-15 01:36:17,Mr. P.M would you consider a Jamaican #corona killing antiviral for #frontlineworkers who have allergies?… https://t.co/7MHtXSiXya,"['corona', 'frontlineworkers']",Twitter for Android,False,2021-02-15 01:36:17,2021-02-15,01:36:17,2021-02-15 01:36:17
Brenda Teese,USA,"Soft-hearted old crank looking for the missing data, the right question, the occasional happy ending. Politics, history, fine literature.  Retired RN🌹",2016-05-10 14:55:43,421.0,151.0,61124.0,False,2021-02-15 01:37:08,"I keep getting texts and emails from the Department of Public Health saying, ‘You’re eligible for the shot; call yo… https://t.co/yzIvJ33QAX",,Twitter Web App,False,2021-02-15 01:37:08,2021-02-15,01:37:08,2021-02-15 01:37:08
Catherine,USA,Interest in learning the ropes of a business!📸🌈🌃,2009-06-21 15:09:52,26.0,159.0,34.0,False,2021-02-15 01:37:29,"California woman, 78, dies after vaccination, though no sign of link https://t.co/GgiEdgAXXY via @nbcnews #COVIDVaccine",['COVIDVaccine'],Twitter for iPhone,False,2021-02-15 01:37:29,2021-02-15,01:37:29,2021-02-15 01:37:29
Julie Crow,"Washington, USA","""The tweets speak for themselves""☮️ 🏳️‍🌈
She/Her/Hers",2011-09-06 17:25:28,568.0,1409.0,79771.0,False,2021-02-15 01:38:18,Vaccine rollout here is a shit show.  I was lucky to stumble onto an appointment for my 82 yo mom. It shouldn’t be… https://t.co/6yPEi7GoyZ,,Twitter for iPhone,False,2021-02-15 01:38:18,2021-02-15,01:38:18,2021-02-15 01:38:18
